frame_id,timestamp,contact_label,dist_raw,v_n,sigma_d,v_t,shadow_score,flow_mag,lm_0_x,lm_0_y,lm_0_z,lm_1_x,lm_1_y,lm_1_z,lm_2_x,lm_2_y,lm_2_z,lm_3_x,lm_3_y,lm_3_z,lm_4_x,lm_4_y,lm_4_z,lm_5_x,lm_5_y,lm_5_z,lm_6_x,lm_6_y,lm_6_z,lm_7_x,lm_7_y,lm_7_z,lm_8_x,lm_8_y,lm_8_z,lm_9_x,lm_9_y,lm_9_z,lm_10_x,lm_10_y,lm_10_z,lm_11_x,lm_11_y,lm_11_z,lm_12_x,lm_12_y,lm_12_z,lm_13_x,lm_13_y,lm_13_z,lm_14_x,lm_14_y,lm_14_z,lm_15_x,lm_15_y,lm_15_z,lm_16_x,lm_16_y,lm_16_z,lm_17_x,lm_17_y,lm_17_z,lm_18_x,lm_18_y,lm_18_z,lm_19_x,lm_19_y,lm_19_z,lm_20_x,lm_20_y,lm_20_z
183,1776955328.059543,1,17.2679,-6.1249,31.2545,180.4155,3620.6467,2.5573,0.738687,0.823516,-0.000000,0.650323,0.870032,-0.001104,0.559664,0.832237,0.003515,0.507154,0.750415,0.011094,0.503248,0.685920,0.018393,0.546233,0.664493,-0.013491,0.454438,0.611725,-0.005844,0.409874,0.582754,0.000178,0.373248,0.550986,0.001057,0.579466,0.580214,-0.005686,0.516482,0.618704,0.001743,0.533621,0.681546,0.013965,0.560020,0.710439,0.020857,0.616139,0.540949,0.004446,0.559807,0.595882,0.012115,0.570139,0.644367,0.022094,0.594510,0.671968,0.026113,0.646253,0.525205,0.014916,0.600280,0.561933,0.023711,0.604971,0.603871,0.031787,0.624694,0.631873,0.036837
184,1776955328.139079,1,25.6398,7.9806,28.3300,329.5910,3967.5507,2.1526,0.738764,0.819966,-0.000001,0.651346,0.871563,0.004638,0.566137,0.847747,0.014488,0.512729,0.775239,0.027721,0.498681,0.716120,0.041337,0.547878,0.674209,-0.008158,0.456762,0.618553,0.000477,0.412610,0.590532,0.006142,0.375521,0.562403,0.008063,0.580320,0.589315,0.000411,0.516279,0.625850,0.016066,0.531592,0.685683,0.031283,0.555459,0.714185,0.038601,0.616688,0.548860,0.011533,0.559216,0.598555,0.022999,0.569765,0.646689,0.031331,0.592447,0.675575,0.033735,0.645854,0.528468,0.024141,0.600504,0.559253,0.035799,0.605252,0.600851,0.044522,0.624080,0.630045,0.049702
185,1776955328.223871,1,-18.8318,-13.1217,29.7460,156.1799,4240.4618,2.5842,0.739493,0.810322,-0.000001,0.653105,0.863997,0.003428,0.568905,0.839298,0.012654,0.515215,0.765839,0.025575,0.506220,0.703171,0.038959,0.553374,0.667707,-0.011443,0.460586,0.615885,-0.003407,0.416369,0.588897,0.002059,0.379520,0.560762,0.003548,0.585420,0.582678,-0.002589,0.520470,0.619507,0.011490,0.536217,0.679334,0.026433,0.560030,0.707331,0.033550,0.620390,0.542941,0.008956,0.562952,0.592664,0.020373,0.573872,0.639397,0.029288,0.597061,0.667575,0.031697,0.649023,0.524842,0.021650,0.605952,0.555805,0.032733,0.611154,0.594060,0.040788,0.630146,0.621510,0.045257
186,1776955328.309399,1,-20.7919,6.0222,26.1179,19.7219,4150.3193,1.2285,0.738121,0.812934,-0.000001,0.653316,0.866881,0.001556,0.568966,0.841612,0.011365,0.515891,0.765758,0.025945,0.504791,0.703895,0.041095,0.552911,0.669377,-0.012161,0.460987,0.615902,-0.002676,0.417265,0.587737,0.002861,0.379435,0.557584,0.004332,0.584662,0.585383,-0.000769,0.518722,0.619365,0.017342,0.534380,0.679402,0.034147,0.558555,0.707931,0.042026,0.619250,0.546259,0.013077,0.559953,0.593723,0.027231,0.570500,0.642940,0.036224,0.593410,0.671471,0.038391,0.646968,0.526664,0.028092,0.601408,0.555287,0.041128,0.605767,0.597084,0.049538,0.624609,0.625939,0.054000
187,1776955328.390867,1,21.5993,1.0829,20.4216,32.7888,4125.2445,0.6466,0.740199,0.815196,-0.000001,0.655385,0.869969,0.000600,0.569925,0.843547,0.010117,0.516556,0.768005,0.024437,0.506685,0.707270,0.039399,0.553976,0.667717,-0.012254,0.462073,0.615357,-0.003128,0.417755,0.587769,0.002341,0.380093,0.558486,0.003689,0.586780,0.583852,-0.001026,0.521389,0.619804,0.015770,0.537489,0.679666,0.032182,0.562036,0.707351,0.040062,0.622203,0.545909,0.012461,0.562952,0.593273,0.025084,0.573836,0.641552,0.033984,0.597259,0.669621,0.036444,0.651177,0.528165,0.026980,0.605925,0.556306,0.038426,0.610686,0.596429,0.046217,0.630090,0.624455,0.050508
188,1776955328.474571,1,24.2462,-0.3484,21.4276,23.3057,3804.3552,2.2999,0.746811,0.814233,-0.000001,0.662780,0.866942,0.001529,0.578197,0.840616,0.012177,0.524356,0.769452,0.027451,0.510967,0.712877,0.043636,0.562130,0.661113,-0.009432,0.466983,0.610923,-0.000747,0.420804,0.587601,0.004703,0.381913,0.562798,0.006477,0.594714,0.579152,0.002035,0.525551,0.620574,0.017059,0.542970,0.683419,0.032312,0.568095,0.711376,0.040003,0.628828,0.541614,0.015777,0.565891,0.594097,0.027199,0.577995,0.645969,0.035384,0.601757,0.674723,0.037815,0.656101,0.523541,0.030688,0.609211,0.556658,0.041123,0.614174,0.599918,0.047979,0.633334,0.627100,0.051901
189,1776955328.555609,1,-33.2311,-3.5998,23.6633,47.2902,3402.8633,2.2874,0.762999,0.824545,-0.000001,0.674911,0.872372,0.003159,0.587047,0.841116,0.011379,0.533952,0.765233,0.022150,0.518897,0.704165,0.033458,0.573964,0.668507,-0.006307,0.479504,0.611614,0.003626,0.434948,0.587223,0.011030,0.398109,0.561388,0.013899,0.608340,0.586202,0.001527,0.536250,0.610401,0.014853,0.549167,0.670590,0.029369,0.572953,0.700197,0.037256,0.645498,0.546362,0.011751,0.579232,0.584150,0.023045,0.584955,0.636160,0.032401,0.605722,0.667588,0.035793,0.675570,0.527722,0.023034,0.624275,0.550268,0.034708,0.622055,0.594815,0.043376,0.638150,0.625786,0.048564
190,1776955328.638879,0,-36.4945,-3.9256,26.5471,130.4629,4770.6923,2.5926,0.795950,0.847950,-0.000001,0.708803,0.894891,0.000278,0.621314,0.854996,0.008145,0.565216,0.775688,0.020233,0.542420,0.717801,0.033349,0.608535,0.678352,-0.014602,0.506507,0.618459,-0.003133,0.459647,0.588407,0.006838,0.422390,0.557644,0.012179,0.643529,0.596590,-0.003513,0.566249,0.606867,0.012694,0.573567,0.664717,0.029905,0.594996,0.698750,0.039712,0.681488,0.558244,0.010577,0.611874,0.583698,0.024233,0.612490,0.636020,0.033617,0.629176,0.670384,0.037045,0.712064,0.539495,0.026006,0.657018,0.552457,0.040989,0.650084,0.596217,0.051069,0.662744,0.631382,0.056993
191,1776955328.723024,0,-21.6771,-10.8191,26.6284,244.9929,5760.2274,2.2752,0.840866,0.877682,-0.000001,0.750674,0.928359,-0.006370,0.662919,0.876480,0.001660,0.605501,0.793875,0.016671,0.579671,0.739769,0.033403,0.655148,0.698864,-0.026532,0.545503,0.627429,-0.020116,0.493400,0.590233,-0.013455,0.450661,0.552546,-0.009865,0.691094,0.614534,-0.011399,0.602086,0.622246,0.004710,0.606172,0.682479,0.023878,0.625079,0.715605,0.034704,0.726463,0.573990,0.006187,0.642726,0.591836,0.019414,0.643335,0.647321,0.031138,0.660209,0.682104,0.036424,0.753843,0.554473,0.024353,0.689312,0.562864,0.036664,0.681008,0.608672,0.046171,0.693416,0.645450,0.052470
192,1776955328.810484,0,24.2797,0.0084,27.2608,334.4771,3070.8929,6.0646,0.879379,0.904945,-0.000001,0.786517,0.948205,-0.002645,0.694811,0.893766,0.003398,0.635390,0.806172,0.015303,0.615713,0.747736,0.028991,0.699635,0.716941,-0.029680,0.585327,0.640363,-0.028123,0.531404,0.599350,-0.022315,0.487295,0.559504,-0.018694,0.735405,0.634035,-0.017917,0.634222,0.630879,-0.011506,0.630282,0.688127,0.006624,0.641555,0.723634,0.019284,0.768796,0.589292,-0.002837,0.675194,0.606075,0.006004,0.672252,0.659200,0.022483,0.686934,0.694656,0.032921,0.794772,0.567061,0.012822,0.721074,0.575751,0.024350,0.710321,0.621578,0.037786,0.722773,0.657851,0.047958
193,1776955328.890376,0,,0.0000,0.0000,0.0000,0.0000,0.0000,0.914788,0.915598,-0.000001,0.821403,0.956169,-0.004536,0.730928,0.903680,-0.001299,0.670521,0.817160,0.009024,0.639829,0.762370,0.021319,0.740900,0.726367,-0.040788,0.623740,0.641739,-0.040291,0.566791,0.598851,-0.032471,0.520818,0.560380,-0.026745,0.777344,0.644910,-0.026889,0.667948,0.633990,-0.020967,0.664891,0.694845,0.001005,0.678038,0.727592,0.016287,0.810302,0.599959,-0.009007,0.708005,0.605156,-0.001024,0.704527,0.661766,0.019265,0.719453,0.697379,0.032220,0.835752,0.577008,0.009827,0.755710,0.578510,0.021277,0.744156,0.625569,0.037208,0.757690,0.660193,0.049073
194,1776955328.978678,0,,0.0000,0.0000,0.0000,0.0000,0.0000,0.940479,0.917991,-0.000001,0.845325,0.957190,-0.004383,0.754626,0.905328,-0.003185,0.695890,0.814559,0.006234,0.674680,0.746814,0.017316,0.773046,0.732196,-0.052542,0.653406,0.638874,-0.055381,0.594047,0.590088,-0.049491,0.544818,0.547741,-0.045612,0.809848,0.649906,-0.038262,0.696313,0.628304,-0.032140,0.697871,0.693879,-0.006444,0.715696,0.731443,0.010503,0.843327,0.603550,-0.019517,0.738384,0.599009,-0.009036,0.736659,0.660635,0.016689,0.754027,0.700253,0.031956,0.869810,0.580472,0.000051,0.788853,0.574678,0.012964,0.776495,0.626111,0.031037,0.789863,0.664421,0.043532
195,1776955329.055548,0,,0.0000,0.0000,0.0000,0.0000,0.0000,0.947845,0.919708,-0.000001,0.850015,0.947064,-0.007015,0.761219,0.891057,-0.007486,0.703650,0.807607,0.003885,0.680191,0.745376,0.017407,0.793374,0.726041,-0.076809,0.668074,0.630714,-0.085431,0.606286,0.582710,-0.081006,0.555360,0.540995,-0.076454,0.831518,0.641666,-0.058690,0.708500,0.618147,-0.052281,0.702501,0.684703,-0.021187,0.717093,0.725090,-0.001480,0.861763,0.594504,-0.035150,0.748920,0.588083,-0.026797,0.745009,0.651937,0.000930,0.761779,0.691595,0.018089,0.883684,0.572068,-0.009955,0.794451,0.564932,0.002296,0.781387,0.617411,0.022504,0.795368,0.658439,0.036422
196,1776955329.139368,0,,0.0000,0.0000,0.0000,0.0000,0.0000,0.944365,0.906508,-0.000001,0.849063,0.947686,-0.009143,0.754994,0.891576,-0.008930,0.694205,0.797412,-0.000768,0.667955,0.731553,0.009259,0.773000,0.713362,-0.048215,0.653380,0.616606,-0.054292,0.592476,0.569739,-0.051428,0.543703,0.529299,-0.049078,0.812886,0.624932,-0.034273,0.700393,0.610732,-0.031453,0.699885,0.681022,-0.008873,0.719536,0.722914,0.006239,0.846157,0.577671,-0.017653,0.738247,0.577182,-0.017241,0.737972,0.644430,0.003401,0.757497,0.684587,0.017728,0.871033,0.551957,-0.000052,0.782259,0.546573,0.002152,0.772831,0.600715,0.016840,0.788580,0.639697,0.029224
197,1776955329.224353,0,12.3211,11.3880,24.6849,249.4674,3082.7107,2.0413,0.919090,0.891382,-0.000000,0.822848,0.932013,-0.009123,0.724591,0.872969,-0.006877,0.662589,0.775767,0.004515,0.636699,0.722322,0.017987,0.737701,0.695980,-0.048643,0.617820,0.606964,-0.047898,0.557565,0.568349,-0.040785,0.508370,0.531860,-0.036607,0.775431,0.615357,-0.032054,0.665325,0.602661,-0.023329,0.663871,0.671699,0.000259,0.682000,0.713289,0.014684,0.808346,0.572396,-0.012042,0.703867,0.576762,-0.005453,0.703785,0.640823,0.013052,0.723926,0.681056,0.024199,0.834248,0.545949,0.009045,0.747209,0.539387,0.017070,0.738208,0.592625,0.030894,0.754972,0.630828,0.041027
198,1776955329.308201,0,-4.1700,8.0811,22.0360,84.9025,7426.8560,1.6991,0.878031,0.876261,-0.000000,0.778656,0.917683,-0.009392,0.680589,0.862324,-0.007486,0.618760,0.771522,0.001813,0.599073,0.715839,0.012655,0.685921,0.674571,-0.035596,0.570122,0.604146,-0.032726,0.511800,0.571968,-0.028650,0.463807,0.536831,-0.027807,0.724367,0.590522,-0.020386,0.616644,0.586357,-0.010732,0.612370,0.652847,0.007804,0.627801,0.695121,0.018610,0.759210,0.551807,-0.002397,0.660356,0.566147,0.007104,0.656934,0.622532,0.023599,0.675141,0.663907,0.032643,0.785015,0.534067,0.015767,0.706945,0.539707,0.024417,0.696817,0.587698,0.035537,0.709326,0.623001,0.043584
199,1776955329.387962,0,-18.4536,0.8059,17.6481,46.6673,3940.5040,0.9762,0.828538,0.844668,-0.000000,0.728655,0.882991,-0.003168,0.635562,0.839812,-0.000127,0.574795,0.764557,0.007493,0.549125,0.708067,0.016251,0.629097,0.657570,-0.022512,0.518856,0.596480,-0.015653,0.465260,0.572409,-0.008988,0.421202,0.543822,-0.006606,0.665145,0.568635,-0.010758,0.568451,0.582485,0.001327,0.571104,0.647051,0.018999,0.589827,0.685526,0.028728,0.702182,0.529341,0.003812,0.615571,0.559776,0.016450,0.615643,0.609825,0.032047,0.633883,0.647664,0.039299,0.730634,0.514518,0.018857,0.665410,0.531820,0.030436,0.658730,0.574867,0.041491,0.670432,0.608886,0.048868
200,1776955329.472016,1,31.2632,1.7459,18.2608,160.8218,3157.9056,1.2092,0.775465,0.821874,-0.000000,0.679232,0.859487,0.001682,0.590838,0.824834,0.006278,0.531744,0.756622,0.012681,0.505865,0.703072,0.019648,0.574350,0.653865,-0.007995,0.475938,0.597167,0.000417,0.427772,0.577771,0.008318,0.389471,0.555111,0.012211,0.608437,0.570071,-0.000471,0.528781,0.586881,0.008844,0.533882,0.648761,0.021857,0.555649,0.685250,0.029276,0.646483,0.528507,0.009498,0.572348,0.555759,0.017672,0.574106,0.607760,0.028284,0.594577,0.645692,0.033423,0.676870,0.508015,0.020497,0.618384,0.520375,0.030950,0.613445,0.564902,0.040871,0.627924,0.598477,0.047685
201,1776955329.562433,1,30.2684,4.4868,19.3825,423.9202,3791.8261,2.0122,0.741690,0.809612,-0.000000,0.652170,0.856643,0.003612,0.565274,0.823322,0.010612,0.511138,0.748880,0.020065,0.501825,0.687056,0.029337,0.547597,0.655968,-0.006185,0.458241,0.603202,0.003936,0.414339,0.583484,0.011317,0.376900,0.561095,0.014086,0.578922,0.569638,0.002460,0.511817,0.602239,0.015999,0.524669,0.662428,0.029419,0.546667,0.694908,0.036529,0.615054,0.525593,0.013998,0.554701,0.583259,0.028539,0.563501,0.632025,0.039710,0.584466,0.665504,0.043790,0.643695,0.505923,0.026304,0.596171,0.544986,0.041382,0.599980,0.586476,0.051645,0.618039,0.617771,0.057925
202,1776955329.640563,1,26.6155,7.6964,20.4998,303.1661,3627.8685,1.9701,0.743874,0.792368,-0.000001,0.657495,0.845849,0.004968,0.570186,0.821577,0.015040,0.513609,0.749479,0.028108,0.501387,0.688380,0.041520,0.552880,0.651062,-0.005051,0.460733,0.602207,0.004459,0.415812,0.580335,0.010267,0.377767,0.557572,0.012207,0.582685,0.564717,0.004276,0.517841,0.602433,0.019722,0.533262,0.665045,0.034158,0.557649,0.696815,0.041483,0.617076,0.522143,0.016314,0.559242,0.573198,0.029749,0.567612,0.622943,0.038465,0.589581,0.654536,0.040948,0.644729,0.500880,0.029645,0.600208,0.532789,0.043127,0.603136,0.574917,0.051829,0.621131,0.605000,0.056860
203,1776955329.722819,1,38.5116,14.2413,20.4155,197.1213,3343.4679,2.0087,0.760599,0.800717,-0.000001,0.673696,0.850899,0.009966,0.588010,0.823129,0.021150,0.532068,0.757068,0.033236,0.509411,0.701643,0.045808,0.567513,0.655273,0.003331,0.476151,0.600204,0.012237,0.430501,0.578169,0.018269,0.393400,0.558409,0.021144,0.599894,0.572101,0.007651,0.529906,0.587890,0.022199,0.540194,0.646169,0.036345,0.563797,0.679505,0.044095,0.637554,0.526843,0.014331,0.571626,0.553177,0.026501,0.575664,0.606037,0.035567,0.596421,0.640072,0.038925,0.669366,0.501786,0.022682,0.617607,0.516104,0.036423,0.613921,0.561827,0.046510,0.630073,0.594045,0.052593
204,1776955329.808647,0,28.5908,-0.6681,4.0508,99.9135,3365.1786,2.3190,0.803504,0.822030,-0.000001,0.716559,0.879344,0.003936,0.631213,0.845226,0.013579,0.574677,0.767393,0.028564,0.547793,0.710382,0.044651,0.615127,0.667211,-0.019803,0.509373,0.607156,-0.011065,0.460563,0.575833,-0.003126,0.420111,0.545032,0.001871,0.649863,0.579189,-0.006781,0.565039,0.588097,0.015027,0.569973,0.647581,0.037713,0.589874,0.685231,0.050383,0.688232,0.533891,0.009815,0.611928,0.562907,0.028995,0.613377,0.618069,0.042718,0.631435,0.653531,0.048442,0.718458,0.509443,0.028316,0.655370,0.522892,0.046384,0.647430,0.567376,0.059021,0.660179,0.601534,0.066903
205,1776955329.889811,0,2.8917,-6.8442,11.9490,297.4863,7950.0720,3.4556,0.863506,0.854191,-0.000001,0.773109,0.913002,-0.003447,0.678820,0.865350,0.002555,0.615240,0.772565,0.016590,0.602095,0.708069,0.031810,0.676650,0.687627,-0.042015,0.557246,0.608446,-0.042827,0.500070,0.567870,-0.040135,0.452371,0.527620,-0.038803,0.713506,0.593613,-0.026049,0.611071,0.592432,-0.009487,0.621336,0.662266,0.016188,0.646900,0.701730,0.030880,0.750091,0.545666,-0.006556,0.656114,0.560335,0.007063,0.662278,0.623014,0.024871,0.687832,0.663945,0.034117,0.779156,0.519651,0.014366,0.704043,0.528029,0.027410,0.697543,0.578438,0.040501,0.715204,0.617091,0.049106
206,1776955329.973999,0,8.3810,-4.5586,13.2888,346.6351,3613.5065,2.0068,0.899616,0.871774,-0.000001,0.797815,0.925776,-0.002933,0.700928,0.869033,0.006387,0.639738,0.776914,0.026703,0.616947,0.717428,0.049040,0.707914,0.686072,-0.047875,0.585933,0.605693,-0.042720,0.529082,0.564645,-0.034769,0.481041,0.522564,-0.030051,0.747020,0.598056,-0.027401,0.636686,0.590485,-0.005913,0.640424,0.661230,0.025134,0.657988,0.701185,0.042808,0.782994,0.551850,-0.002341,0.680756,0.562027,0.020230,0.682409,0.626580,0.044181,0.702097,0.666261,0.055705,0.810552,0.527837,0.023944,0.730452,0.529121,0.045141,0.722324,0.580653,0.062337,0.740059,0.619320,0.072455
207,1776955330.056671,0,20.1656,-4.5865,12.9906,262.6029,7932.2185,2.2474,0.883886,0.871364,-0.000000,0.786527,0.919048,-0.006749,0.685672,0.860357,-0.001451,0.618652,0.766493,0.010764,0.593800,0.709337,0.024380,0.681541,0.675950,-0.029279,0.568053,0.601220,-0.023026,0.511569,0.564011,-0.016074,0.462474,0.526968,-0.013492,0.718137,0.582637,-0.014431,0.618977,0.580897,-0.001721,0.623328,0.648505,0.017451,0.642881,0.688249,0.028383,0.754585,0.535373,0.003581,0.661234,0.547722,0.015531,0.660316,0.608924,0.032174,0.678305,0.650637,0.040619,0.782033,0.512680,0.022036,0.707548,0.516750,0.033757,0.698179,0.568874,0.046101,0.712511,0.607362,0.054424
208,1776955330.138735,0,-27.5149,-14.0264,19.2267,259.9989,3383.2385,1.0297,0.816314,0.839117,-0.000000,0.715626,0.872815,-0.001167,0.625876,0.829952,0.002762,0.565844,0.753802,0.010704,0.531619,0.704853,0.019688,0.616530,0.649390,-0.017257,0.511357,0.594129,-0.008001,0.460287,0.573752,-0.000871,0.417119,0.547622,0.001755,0.653029,0.565320,-0.005352,0.561818,0.575698,0.008042,0.559662,0.636433,0.023719,0.573065,0.671612,0.031678,0.691657,0.530425,0.009772,0.611584,0.556679,0.023489,0.607779,0.604948,0.037028,0.623092,0.641602,0.042863,0.720693,0.516569,0.025790,0.658878,0.525783,0.039385,0.650743,0.566433,0.050772,0.661816,0.598007,0.058189
209,1776955330.224855,1,-33.6390,-9.1327,20.9633,256.2340,3434.4576,2.1546,0.756569,0.810174,-0.000000,0.661896,0.851621,0.001968,0.576202,0.819621,0.007882,0.521673,0.752790,0.015445,0.501858,0.696827,0.023608,0.559020,0.648603,-0.005047,0.463990,0.597404,0.004677,0.418479,0.578090,0.012779,0.382583,0.552409,0.016441,0.591996,0.564708,0.002357,0.522927,0.598063,0.012107,0.531454,0.660112,0.022714,0.552631,0.691012,0.028301,0.629095,0.525819,0.012163,0.567695,0.574139,0.020847,0.572676,0.623920,0.028503,0.592364,0.655509,0.031297,0.658211,0.509260,0.022919,0.609332,0.539420,0.034325,0.609399,0.581104,0.042836,0.624660,0.611114,0.048436
210,1776955330.308226,1,-24.6419,-8.2557,21.5280,366.0856,3723.3717,2.8965,0.744411,0.806331,-0.000001,0.655129,0.853535,0.004823,0.566601,0.825482,0.012727,0.512388,0.746844,0.022943,0.502065,0.679823,0.032988,0.551386,0.661805,-0.006820,0.459926,0.608265,0.002294,0.415509,0.582073,0.007844,0.376940,0.554734,0.008853,0.580829,0.575107,0.000946,0.517188,0.609521,0.014453,0.534477,0.670961,0.027980,0.559617,0.700045,0.034432,0.615826,0.530804,0.011615,0.559003,0.577774,0.025609,0.568540,0.627368,0.036908,0.591739,0.658336,0.040440,0.644448,0.509512,0.023177,0.599825,0.538268,0.037569,0.602576,0.581144,0.048047,0.621287,0.611268,0.054056
211,1776955330.389682,1,-23.3975,-10.8908,19.3121,298.6276,3343.5099,1.9483,0.754349,0.796515,-0.000001,0.668344,0.847301,0.006630,0.585096,0.822547,0.014425,0.528060,0.759191,0.023621,0.503444,0.707965,0.032923,0.562603,0.656838,-0.005087,0.469985,0.598193,0.000502,0.424218,0.569097,0.004755,0.386154,0.541348,0.006434,0.593881,0.570994,0.001043,0.526748,0.597969,0.011179,0.540924,0.660147,0.024321,0.565542,0.693539,0.031891,0.630660,0.526121,0.009837,0.568531,0.564609,0.018856,0.576139,0.617741,0.028711,0.598559,0.651667,0.033316,0.661174,0.502433,0.020149,0.612908,0.524173,0.031597,0.611885,0.570933,0.041882,0.628241,0.602440,0.048772
212,1776955330.473874,0,40.9662,17.1203,27.5338,209.9779,2942.1365,1.7598,0.782976,0.807902,-0.000001,0.693974,0.860315,0.007931,0.604806,0.827330,0.017151,0.547900,0.750857,0.028360,0.526776,0.692739,0.039655,0.592187,0.655211,-0.006444,0.492551,0.597463,0.004296,0.446544,0.571187,0.012836,0.409616,0.544253,0.017209,0.627285,0.570543,0.000286,0.551240,0.586198,0.017424,0.560669,0.646567,0.034650,0.583853,0.679920,0.043942,0.666390,0.527187,0.010264,0.596437,0.557604,0.024819,0.598734,0.612608,0.035658,0.617796,0.647245,0.039613,0.698152,0.503092,0.022178,0.639733,0.518250,0.038592,0.635257,0.563475,0.051165,0.651143,0.595786,0.058576
213,1776955330.556358,0,28.3953,15.5086,30.7910,220.8471,6715.8482,1.4381,0.838309,0.839575,-0.000001,0.750407,0.896090,0.011921,0.662528,0.853431,0.026857,0.603525,0.774694,0.047517,0.584865,0.717324,0.069278,0.647100,0.686945,-0.020584,0.537763,0.609595,-0.013760,0.486041,0.574382,-0.007238,0.442542,0.539934,-0.002579,0.682229,0.597817,-0.006861,0.593934,0.594703,0.020237,0.605559,0.660978,0.049777,0.630275,0.701959,0.066597,0.720980,0.549812,0.011265,0.639287,0.563086,0.036049,0.646036,0.624086,0.055575,0.669054,0.664208,0.064790,0.751884,0.524329,0.032175,0.688853,0.527938,0.056474,0.682594,0.575001,0.073192,0.698224,0.612647,0.083424
214,1776955330.639268,0,-10.5524,3.5224,27.3033,304.6102,3556.4767,2.3559,0.888387,0.877402,-0.000001,0.791874,0.927792,0.000571,0.697415,0.873126,0.010595,0.636257,0.783978,0.029420,0.616426,0.726774,0.050149,0.701467,0.699068,-0.042494,0.578654,0.620275,-0.040449,0.522962,0.579861,-0.031715,0.477018,0.538790,-0.024779,0.739684,0.608259,-0.025759,0.630082,0.598339,-0.011123,0.635234,0.666177,0.019069,0.656019,0.705515,0.039569,0.776298,0.559808,-0.004643,0.674746,0.570151,0.008459,0.677837,0.631682,0.030358,0.699673,0.667973,0.044898,0.805545,0.533274,0.018497,0.724153,0.534706,0.033672,0.715851,0.582959,0.050092,0.734655,0.620394,0.062299
215,1776955330.723466,0,0.4188,5.9541,24.0280,273.7208,5496.8875,3.9488,0.891149,0.872943,-0.000001,0.793815,0.932804,-0.006509,0.692641,0.880564,-0.002333,0.629153,0.777573,0.009832,0.618530,0.704767,0.022782,0.694117,0.696508,-0.041560,0.573930,0.608239,-0.039439,0.515521,0.564431,-0.034443,0.466254,0.522803,-0.033290,0.732943,0.601187,-0.026642,0.625306,0.586122,-0.017084,0.634619,0.658108,0.004079,0.660373,0.703398,0.016437,0.769918,0.550612,-0.007980,0.670554,0.557290,0.001869,0.676089,0.619593,0.019549,0.702064,0.663148,0.028406,0.797826,0.524417,0.011336,0.720497,0.527765,0.019235,0.717868,0.581712,0.030141,0.739618,0.620581,0.037171
216,1776955330.806651,0,25.4678,-3.8746,19.0262,65.7712,3716.1986,1.4445,0.844603,0.853178,-0.000000,0.744864,0.895835,0.001923,0.647580,0.847908,0.009182,0.584000,0.768844,0.020699,0.561350,0.713074,0.033171,0.635238,0.670279,-0.017050,0.524478,0.603724,-0.009130,0.470299,0.574058,-0.001942,0.425779,0.542255,0.001021,0.671430,0.582218,-0.006357,0.576065,0.584795,0.008086,0.584167,0.655688,0.028077,0.608858,0.698444,0.039579,0.710896,0.538694,0.007375,0.622931,0.551209,0.020421,0.627329,0.610000,0.035805,0.651814,0.651006,0.043306,0.742746,0.516997,0.022382,0.674921,0.518674,0.034849,0.669769,0.566725,0.046098,0.686703,0.601602,0.053345
217,1776955330.891630,1,40.6744,3.0698,18.9528,189.5188,3202.9449,1.5699,0.777211,0.828324,-0.000000,0.676424,0.862940,0.004026,0.584385,0.826318,0.010372,0.526081,0.749527,0.016787,0.506434,0.681648,0.023838,0.566343,0.661514,0.002288,0.474586,0.603668,0.012311,0.427985,0.583390,0.019934,0.390486,0.559497,0.022726,0.600090,0.576556,0.006492,0.531512,0.599146,0.014725,0.540579,0.661521,0.024361,0.563732,0.695454,0.029506,0.638570,0.533041,0.012700,0.573297,0.565569,0.019359,0.577475,0.615722,0.028226,0.599035,0.651190,0.032321,0.670281,0.510222,0.019767,0.615934,0.521721,0.030575,0.612976,0.561907,0.040916,0.629264,0.592483,0.048014
218,1776955330.976297,1,-22.0261,-2.8684,23.1030,319.3114,4055.3977,2.3860,0.741241,0.812513,-0.000000,0.651247,0.858311,0.003602,0.562883,0.824741,0.009529,0.509285,0.748105,0.017244,0.498743,0.687077,0.024451,0.543000,0.662213,-0.006721,0.453403,0.607057,0.002547,0.409486,0.580063,0.009009,0.372518,0.551151,0.010475,0.574818,0.575104,0.000081,0.512125,0.609646,0.010102,0.528607,0.669472,0.021099,0.553760,0.700132,0.026738,0.611938,0.530345,0.009847,0.555613,0.585748,0.021756,0.566355,0.633716,0.032298,0.590326,0.666009,0.035961,0.642230,0.509678,0.020252,0.595915,0.546804,0.032995,0.601135,0.588433,0.042435,0.620784,0.617910,0.048143
219,1776955331.059110,1,-36.9051,-9.3310,28.7704,314.6921,3563.9580,2.8359,0.745695,0.801153,-0.000001,0.658212,0.851350,0.014299,0.574111,0.825114,0.029909,0.519170,0.762738,0.047715,0.500801,0.706355,0.065449,0.548883,0.661524,0.002013,0.457732,0.604154,0.014323,0.413042,0.578953,0.021794,0.375169,0.554577,0.025675,0.579868,0.574117,0.010566,0.517457,0.603022,0.034116,0.533988,0.665779,0.052896,0.558834,0.700607,0.061941,0.617842,0.528826,0.022626,0.560667,0.572609,0.043131,0.571442,0.624136,0.053128,0.594893,0.657161,0.055206,0.648232,0.504796,0.037117,0.604940,0.531491,0.056863,0.607957,0.575060,0.067681,0.626777,0.605618,0.073332
